doc_id,headline
826,"Intel to Delay Product for High-Definition TVs (Reuters) Reuters - In the latest of a series of\product delays, Intel Corp. has postponed the launch of a video\display chip it had previously planned to introduce by year\end, putting off a showdown with Texas Instruments Inc. in the\fast-growing market for high-definition television displays."
827,Most Japanese Women Shun Birth Control Pill By AIKO HAYASHI    TOKYO (AP) -- Five years ago Japanese women's rights advocates won their battle to legalize the birth control pill. Now they are waging an even tougher fight - getting women to use it...
828,Oracle updates CRM sales tools Software maker promises that the sales force automation revamp will help sales processes by pulling in more data.
829,Germans Wary of U.S. Troop Withdrawal (AP) AP - German officials voiced concern Monday that their country has the most to lose with President Bush's announcement that tens of thousands of troops will return to the United States over the next decade.
830,Scientists Work on Cure for Mysterious Nerve Disease By LAURAN NEERGAARD    WASHINGTON (AP) -- Dr. Douglas Kerr painstakingly collected spinal fluid from hundreds of patients with a mysterious disease that can paralyze within hours of attacking - and thinks he may have found a way to fight back...
831,"Lightning Reacquire Prospal From Ducks (AP) AP - Vaclav Prospal is returning to the Stanley Cup champion Tampa Bay Lightning and will likely take the spot of forward Cory Stillman, who replaced him a year ago."
832,Treasuries Fall as Oil Retreats (Reuters) Reuters - U.S. Treasury debt prices fell on\Monday as investors focused on a pullback in oil prices from\record highs and largely shrugged off dismal results from a\regional manufacturing survey.
833,"Product Previews, 8/16/2004 Novell brings updated kernel to enterprise LinuxTimed to coincide with this years linuxworld expo, Novell has announced SuSE Linux Enterprise Server 9. Though Novells SuSE division has marketed a commercial Linux distribution based on the v2.6 kernel, this is the first to be granted the more stringently qualified enterprise designation. Besides kernel-level improvements and the usual collection of updated software packages, this release offers improved fail-over, clustering, and resource management and comes bundled with Novells ZENworks configuration management software for Linux. The company claims that its AutoBuild system allows it to offer identical configurations for a variety of platforms, including x86 (both 32- and 64-bit), Itanium, IBM POWER, and IBM mainframes. Free evaluation downloads are available now and support subscriptions start at \$349 per dual-CPU server.SuSE Linux Enterprise Server 9, Novell/SuSE"
834,"HP's Software Woe Has Bigger Industry Implication (Reuters) Reuters - When Hewlett-Packard Co. (HPQ.N)\warned of a profit shortfall last week, it blamed problems it\had combining two SAP systems, something that the computer\maker believed would be relatively simple when they were\putting together a deal to buy Compaq two years ago."
835,"Mini Could Get Mighty with Speakers (Ziff Davis) Ziff Davis - iPod mini users might want to consider ditching their earphones if Altec Lansing's iMmini speaker system lives up to its promise. Based on the same technology and engineering as the original inMotion system, the iMmini can be folded into a convenient carrying shape."
836,"HP's Software Woe Has Bigger Industry Implication  NEW YORK (Reuters) - When Hewlett-Packard Co. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=HPQ.N qtype=sym infotype=info qcat=news""&gt;HPQ.N&lt;/A&gt;  warned of a profit shortfall last week, it blamed problems it  had combining two SAP systems, something that the computer  maker believed would be relatively simple when they were  putting together a deal to buy Compaq two years ago."
837,"Apple's colorful computer plans detailed U.S. Patent and Trademark Office publishes Apple patent for ""chameleon"" cases that change their look."
838,"Favre Not Sure He Can Throw Fewer Picks (AP) AP - Brett Favre would love to throw fewer interceptions this season. He's just not sure he can. ""It's hard to teach an old dog new tricks, and that's never more true than with me,"" said Favre, who was picked off 21 times last season, one less than NFL co-leaders Joey Harrington and Marc Bulger. ""When I roll out to pass, I feel like there's a touchdown waiting."
839,"V. Williams, Rubin Lose Venus Williams and Chanda Rubin lose to Li Ting and Sun Tian Tian of China in the first round of the doubles tournament."
840,"Veterans Set for Republican Convention (AP) AP - Americans who served in the military will be well represented at the upcoming Republican convention, more so than at last month's Democratic convention or in the U.S. population overall, according to the GOP."
841,"Congolese Massacre Victims in Burundi Mourned  GATUMBA, Burundi (Reuters) - Mourners covered their faces  to block the smell of disinfectant and death on Monday as they  buried more than 160 Congolese Tutsi refugees burned, hacked  and shot in an attack on their camp in western Burundi."
842,"Americans in Afghan Trial Ask FBI for Documents  KABUL, Afghanistan (Reuters) - Three Americans standing  trial in Afghanistan Monday for imprisoning and torturing  Afghans were given a week to provide evidence, which they say  was withheld by U.S. authorities, proving that they had  official clearance."
843,"Insurers: Charley Claims at About \$7 Bln  NEW YORK (Reuters) - Insurers are braced to pay out about  \$7 billion in claims for devastation caused by Hurricane  Charley, making the storm the second most costly after  Hurricane Andrew, industry and government officials said on  Monday."
844,Officials say Linux not a price ploy in Microsoft deal Local government in UK says it didn't use the open-source OS as a bargaining chip; Microsoft was simply best option.
845,High Expectations a New Feeling at Cal (AP) AP - A short walk around the California campus this summer was all Geoff McArthur needed as proof of how much Golden Bears football has changed since his freshman year. A program that won only one game in 2001 and has the longest Rose Bowl drought of any Big Ten or Pac-10 team is finally getting noticed at a school more known for its protests than its passing.
846,"GM to Begin Making Cadillacs in China (AP) AP - General Motors said Monday it will start making Cadillacs in China this year, joining a race by foreign luxury car brands to sell to the country's newly rich elite."
847,"Stocks Sharply Higher on Dip in Oil Prices NEW YORK - A drop in oil prices and upbeat outlooks from Wal-Mart and Lowe's prompted some bargain-hunting on Wall Street, sending stocks sharply higher Monday, with the swing exaggerated by thin late summer trading. The Dow Jones industrials surged more than 120 points higher in late trading..."
848,"Income Gap Up Over Two Decades, Data Show WASHINGTON - Over two decades, the income gap has steadily increased between the richest Americans, who own homes and stocks and got big tax breaks, and those at the middle and bottom of the pay scale, whose paychecks buy less.    The growing disparity is even more pronounced in this recovering economy..."
849,"Carter Endorses Chavez Win in Venezuela CARACAS, Venezuela - President Hugo Chavez survived a referendum to oust him, according to results Monday, and former U.S. President Jimmy Carter and other election observers urged the opposition to accept the vote, deflating claims of fraud..."
850,HP's Livermore opts for 'content free' content &lt;strong&gt;HP World&lt;/strong&gt; Booth intro steals show
851,"Suspected Militants Kidnap Iraqi Officer-Jazeera (Reuters) Reuters - Suspected militants have kidnapped an\Iraqi intelligence officer in response to the fighting in the\holy city of Najaf, Al Jazeera television reported on Tuesday."
852,"Suspected Militants Kidnap Iraqi Officer-Jazeera  DUBAI (Reuters) - Suspected militants have kidnapped an  Iraqi intelligence officer in response to the fighting in the  holy city of Najaf, Al Jazeera television reported on Tuesday."
853,"Oracle v. DOJ: Traders bet on Oracle special coverage Assuming Oracle will win its antitrust suit, traders are scooping up PeopleSoft options."
854,Open source on the line roundup \Linux shapes up as a software standard for cell phone networks. Also: California sees security in open source.
855,"Chinese End Venus's Doubles Bid  ATHENS (Reuters) - Venus Williams's bid for a second  successive Olympic doubles tennis gold ended on Monday when she  and stand-in partner Chanda Rubin lost 7-5, 1-6, 6-3 to Chinese  eighth seeds Li Ting and Sun Tian Tian in the first round."
856,Stocks Bounce Back as Oil Retreats  NEW YORK (Reuters) - U.S. stocks rebounded on Monday as  worry about oil prices crunching corporate profits eased when  crude retreated from record highs.
857,"Google Could Make Its Market Debut Wed.  NEW YORK/SAN FRANCISCO (Reuters) - Google Inc. appeared set  to start trading on Nasdaq on Wednesday, after the Web's No. 1  search engine asked regulators on Monday for final approval to  price its closely watched initial public offering."
858,"Cassini Finds Two New Saturnian Moons Jet Propulsion Lab -- With eyes sharper than any that have peered at Saturn before, the Cassini spacecraft has uncovered two moons, which may be the smallest bodies so far seen around the ringed planet.     The moons are approximately 3 kilometers (2 miles) and 4 kilometers (2.5 miles) across -- smaller than the city of Boulder, Colorado..."
